"New 1DF.spc - RawData"
"Wavelength nm.","Abs."
751.50,1.611
752.00,1.610
752.50,1.608
753.00,1.607
753.50,1.606
754.00,1.605
754.50,1.603
755.00,1.602
755.50,1.601
756.00,1.600
756.50,1.598
757.00,1.597
757.50,1.595
758.00,1.594
758.50,1.592
759.00,1.591
759.50,1.590
760.00,1.588
760.50,1.587
761.00,1.586
761.50,1.585
762.00,1.583
762.50,1.582
763.00,1.580
763.50,1.579
764.00,1.577
764.50,1.576
765.00,1.574
765.50,1.573
766.00,1.571
766.50,1.570
767.00,1.568
767.50,1.567
768.00,1.565
768.50,1.564
769.00,1.563
769.50,1.561
770.00,1.560
770.50,1.558
771.00,1.556
771.50,1.555
772.00,1.553
772.50,1.552
773.00,1.551
773.50,1.549
774.00,1.548
774.50,1.547
775.00,1.545
775.50,1.544
776.00,1.542
776.50,1.541
777.00,1.540
777.50,1.538
778.00,1.537
778.50,1.536
779.00,1.535
779.50,1.534
780.00,1.532
780.50,1.531
781.00,1.530
781.50,1.529
782.00,1.529
782.50,1.527
783.00,1.527
783.50,1.526
784.00,1.525
784.50,1.524
785.00,1.523
785.50,1.523
786.00,1.522
786.50,1.521
787.00,1.521
787.50,1.521
788.00,1.520
788.50,1.519
789.00,1.519
789.50,1.518
790.00,1.518
790.50,1.518
791.00,1.518
791.50,1.517
792.00,1.517
792.50,1.517
793.00,1.517
793.50,1.516
794.00,1.517
794.50,1.517
795.00,1.517
795.50,1.517
796.00,1.517
796.50,1.517
797.00,1.517
797.50,1.517
798.00,1.517
798.50,1.517
799.00,1.517
799.50,1.518
800.00,1.518
800.50,1.519
801.00,1.519
801.50,1.520
802.00,1.521
802.50,1.521
803.00,1.521
803.50,1.522
804.00,1.523
804.50,1.523
805.00,1.524
805.50,1.525
806.00,1.525
806.50,1.526
807.00,1.526
807.50,1.527
808.00,1.528
808.50,1.529
809.00,1.530
809.50,1.531
810.00,1.532
810.50,1.534
811.00,1.535
811.50,1.536
812.00,1.537
812.50,1.539
813.00,1.540
813.50,1.542
814.00,1.543
814.50,1.545
815.00,1.547
815.50,1.548
816.00,1.550
816.50,1.552
817.00,1.554
817.50,1.556
818.00,1.558
818.50,1.560
819.00,1.562
819.50,1.564
820.00,1.567
820.50,1.569
821.00,1.571
821.50,1.574
822.00,1.576
822.50,1.579
823.00,1.581
823.50,1.583
824.00,1.586
824.50,1.589
825.00,1.591
825.50,1.594
826.00,1.597
826.50,1.600
827.00,1.603
827.50,1.606
828.00,1.608
828.50,1.611
829.00,1.614
829.50,1.618
830.00,1.620
830.50,1.623
831.00,1.626
831.50,1.629
832.00,1.633
832.50,1.636
833.00,1.639
833.50,1.642
834.00,1.645
834.50,1.648
835.00,1.652
835.50,1.655
836.00,1.657
836.50,1.660
837.00,1.663
837.50,1.666
838.00,1.670
838.50,1.673
839.00,1.675
839.50,1.678
840.00,1.682
840.50,1.685
841.00,1.688
841.50,1.691
842.00,1.694
842.50,1.697
843.00,1.701
843.50,1.704
844.00,1.707
844.50,1.710
845.00,1.713
845.50,1.717
846.00,1.720
846.50,1.723
847.00,1.727
847.50,1.730
848.00,1.733
848.50,1.737
849.00,1.741
849.50,1.744
850.00,1.747
850.50,1.751
851.00,1.755
851.50,1.759
852.00,1.763
852.50,1.768
853.00,1.771
853.50,1.775
854.00,1.779
854.50,1.782
855.00,1.786
855.50,1.790
856.00,1.794
856.50,1.800
857.00,1.804
857.50,1.809
858.00,1.814
858.50,1.819
859.00,1.824
859.50,1.828
860.00,1.834
860.50,1.839
861.00,1.844
861.50,1.851
862.00,1.855
862.50,1.862
863.00,1.867
863.50,1.872
864.00,1.879
864.50,1.885
865.00,1.892
865.50,1.899
866.00,1.903
866.50,1.911
867.00,1.918
867.50,1.923
868.00,1.929
868.50,1.935
869.00,1.941
869.50,1.946
870.00,1.952
870.50,1.959
871.00,1.964
871.50,1.968
872.00,1.972
872.50,1.978
873.00,1.984
873.50,1.988
874.00,1.991
874.50,1.993
875.00,1.994
875.50,1.995
876.00,1.998
876.50,2.002
877.00,2.000
877.50,1.999
878.00,2.002
878.50,2.000
879.00,1.997
879.50,1.995
880.00,1.991
880.50,1.990
881.00,1.988
881.50,1.986
882.00,1.984
882.50,1.982
883.00,1.979
883.50,1.975
884.00,1.974
884.50,1.973
885.00,1.969
885.50,1.965
886.00,1.966
886.50,1.964
887.00,1.960
887.50,1.959
888.00,1.959
888.50,1.959
889.00,1.957
889.50,1.957
890.00,1.962
890.50,1.967
891.00,1.974
891.50,1.978
892.00,1.978
892.50,1.979
893.00,1.979
893.50,1.983
894.00,1.988
894.50,1.986
895.00,1.985
895.50,1.989
896.00,1.994
896.50,1.993
897.00,1.990
897.50,1.992
898.00,1.990
898.50,1.986
899.00,1.988
899.50,1.992
900.00,1.989
900.50,1.984
901.00,1.983
901.50,1.984
902.00,1.987
902.50,1.985
903.00,1.984
903.50,1.993
904.00,1.994
904.50,1.995
905.00,2.002
905.50,2.001
906.00,1.998
906.50,1.997
907.00,1.995
907.50,1.995
908.00,2.001
908.50,2.004
909.00,2.001
909.50,2.003
910.00,2.005
910.50,2.005
911.00,2.009
911.50,2.013
912.00,2.007
912.50,1.999
913.00,1.996
913.50,1.997
914.00,1.998
914.50,1.995
915.00,1.993
915.50,1.995
916.00,1.986
916.50,1.976
917.00,1.973
917.50,1.974
918.00,1.972
918.50,1.963
919.00,1.956
919.50,1.951
920.00,1.947
920.50,1.944
921.00,1.941
921.50,1.936
922.00,1.929
922.50,1.930
923.00,1.927
923.50,1.920
924.00,1.917
924.50,1.919
925.00,1.916
925.50,1.913
926.00,1.918
926.50,1.914
927.00,1.904
927.50,1.899
928.00,1.892
928.50,1.888
929.00,1.894
929.50,1.896
930.00,1.897
930.50,1.904
931.00,1.905
931.50,1.895
932.00,1.880
932.50,1.882
933.00,1.895
933.50,1.902
934.00,1.908
934.50,1.917
935.00,1.920
935.50,1.918
936.00,1.915
936.50,1.917
937.00,1.920
937.50,1.915
938.00,1.913
938.50,1.907
939.00,1.891
939.50,1.882
940.00,1.882
940.50,1.875
941.00,1.867
941.50,1.866
942.00,1.861
942.50,1.853
943.00,1.842
943.50,1.833
944.00,1.837
944.50,1.833
945.00,1.831
945.50,1.835
946.00,1.835
946.50,1.830
947.00,1.823
947.50,1.823
948.00,1.815
948.50,1.809
949.00,1.804
949.50,1.804
950.00,1.810
950.50,1.812
951.00,1.810
951.50,1.793
952.00,1.785
952.50,1.790
953.00,1.787
953.50,1.780
954.00,1.779
954.50,1.769
955.00,1.772
955.50,1.781
956.00,1.782
956.50,1.782
957.00,1.766
957.50,1.753
958.00,1.767
958.50,1.780
959.00,1.776
959.50,1.767
960.00,1.766
960.50,1.764
961.00,1.765
961.50,1.766
962.00,1.767
962.50,1.767
963.00,1.758
963.50,1.759
964.00,1.761
964.50,1.752
965.00,1.760
965.50,1.780
966.00,1.781
966.50,1.774
967.00,1.775
967.50,1.769
968.00,1.759
968.50,1.763
969.00,1.774
969.50,1.781
970.00,1.790
970.50,1.794
971.00,1.794
971.50,1.786
972.00,1.768
972.50,1.777
973.00,1.799
973.50,1.806
974.00,1.805
974.50,1.816
975.00,1.819
975.50,1.814
976.00,1.812
976.50,1.819
977.00,1.830
977.50,1.827
978.00,1.843
978.50,1.834
979.00,1.843
979.50,1.876
980.00,1.855
980.50,1.837
981.00,1.854
981.50,1.854
982.00,1.831
982.50,1.830
983.00,1.850
983.50,1.866
984.00,1.838
984.50,1.836
985.00,1.855
985.50,1.835
986.00,1.847
986.50,1.851
987.00,1.838
987.50,1.845
988.00,1.842
988.50,1.849
989.00,1.841
989.50,1.843
990.00,1.844
990.50,1.828
991.00,1.848
991.50,1.841
992.00,1.832
992.50,1.830
993.00,1.807
993.50,1.826
994.00,1.822
994.50,1.808
995.00,1.805
995.50,1.815
996.00,1.835
996.50,1.808
997.00,1.803
997.50,1.804
998.00,1.782
998.50,1.781
999.00,1.799
999.50,1.818
1000.00,1.823
1000.50,1.830
1001.00,1.815
1001.50,1.780
1002.00,1.783
1002.50,1.803
1003.00,1.802
1003.50,1.807
1004.00,1.797
1004.50,1.824
1005.00,1.835
1005.50,1.795
1006.00,1.807
1006.50,1.806
1007.00,1.776
1007.50,1.763
1008.00,1.782
1008.50,1.783
1009.00,1.746
1009.50,1.743
1010.00,1.769
1010.50,1.776
1011.00,1.766
1011.50,1.760
1012.00,1.772
1012.50,1.785
1013.00,1.779
1013.50,1.791
1014.00,1.773
1014.50,1.756
1015.00,1.803
1015.50,1.797
1016.00,1.757
1016.50,1.779
1017.00,1.812
1017.50,1.801
1018.00,1.759
1018.50,1.762
1019.00,1.790
1019.50,1.787
1020.00,1.808
1020.50,1.810
1021.00,1.772
1021.50,1.774
1022.00,1.769
1022.50,1.778
1023.00,1.802
1023.50,1.798
1024.00,1.781
1024.50,1.765
1025.00,1.756
1025.50,1.747
1026.00,1.743
1026.50,1.752
1027.00,1.768
1027.50,1.756
1028.00,1.770
1028.50,1.790
1029.00,1.767
1029.50,1.793
1030.00,1.794
1030.50,1.774
1031.00,1.790
1031.50,1.776
1032.00,1.767
1032.50,1.732
1033.00,1.727
1033.50,1.753
1034.00,1.735
1034.50,1.739
1035.00,1.767
1035.50,1.743
1036.00,1.748
1036.50,1.749
1037.00,1.731
1037.50,1.728
1038.00,1.734
1038.50,1.750
1039.00,1.759
1039.50,1.747
1040.00,1.725
1040.50,1.751
1041.00,1.744
1041.50,1.719
1042.00,1.735
1042.50,1.762
1043.00,1.750
1043.50,1.736
1044.00,1.739
1044.50,1.758
1045.00,1.747
1045.50,1.725
1046.00,1.726
1046.50,1.722
1047.00,1.757
1047.50,1.794
1048.00,1.772
1048.50,1.712
1049.00,1.715
1049.50,1.750
1050.00,1.732
1050.50,1.714
1051.00,1.726
1051.50,1.729
1052.00,1.706
1052.50,1.707
1053.00,1.717
1053.50,1.702
1054.00,1.683
1054.50,1.690
1055.00,1.699
1055.50,1.696
1056.00,1.701
1056.50,1.686
1057.00,1.678
1057.50,1.683
1058.00,1.671
1058.50,1.678
1059.00,1.669
1059.50,1.656
1060.00,1.670
1060.50,1.671
1061.00,1.669
1061.50,1.695
1062.00,1.703
1062.50,1.683
1063.00,1.683
1063.50,1.689
1064.00,1.684
1064.50,1.677
1065.00,1.705
1065.50,1.681
1066.00,1.661
1066.50,1.712
1067.00,1.756
1067.50,1.826
1068.00,1.982
1068.50,5.000
1069.00,5.000
1069.50,5.000
1070.00,5.000
1070.50,5.000
1071.00,5.000
1071.50,5.000
1072.00,5.000
1072.50,5.000
1073.00,5.000
1073.50,5.000
1074.00,5.000
1074.50,1.758
1075.00,1.674
1075.50,1.638
1076.00,1.632
1076.50,1.631
1077.00,1.614
1077.50,1.615
1078.00,1.621
1078.50,1.610
1079.00,1.618
1079.50,1.648
1080.00,1.644
1080.50,1.636
1081.00,1.626
1081.50,1.615
1082.00,1.617
1082.50,1.617
1083.00,1.622
1083.50,1.618
1084.00,1.619
1084.50,1.622
1085.00,1.618
1085.50,1.616
1086.00,1.612
1086.50,1.615
1087.00,1.635
1087.50,1.660
1088.00,1.651
1088.50,1.603
1089.00,1.600
1089.50,1.628
1090.00,1.618
1090.50,1.615
1091.00,1.623
1091.50,1.616
1092.00,1.615
1092.50,1.615
1093.00,1.620
1093.50,1.623
1094.00,1.609
1094.50,1.592
1095.00,1.588
1095.50,1.605
1096.00,1.607
1096.50,1.608
1097.00,1.612
1097.50,1.602
1098.00,1.597
1098.50,1.603
1099.00,1.609
1099.50,1.602
1100.00,1.617
