"New 6DF.spc - RawData"
"Wavelength nm.","Abs."
450.00,0.435
450.50,0.435
451.00,0.436
451.50,0.436
452.00,0.436
452.50,0.437
453.00,0.437
453.50,0.437
454.00,0.438
454.50,0.438
455.00,0.439
455.50,0.440
456.00,0.440
456.50,0.441
457.00,0.442
457.50,0.442
458.00,0.443
458.50,0.444
459.00,0.445
459.50,0.445
460.00,0.446
460.50,0.447
461.00,0.448
461.50,0.449
462.00,0.449
462.50,0.450
463.00,0.451
463.50,0.451
464.00,0.452
464.50,0.452
465.00,0.453
465.50,0.453
466.00,0.454
466.50,0.454
467.00,0.454
467.50,0.454
468.00,0.454
468.50,0.454
469.00,0.454
469.50,0.453
470.00,0.453
470.50,0.452
471.00,0.451
471.50,0.451
472.00,0.450
472.50,0.449
473.00,0.448
473.50,0.447
474.00,0.445
474.50,0.444
475.00,0.442
475.50,0.441
476.00,0.440
476.50,0.438
477.00,0.436
477.50,0.435
478.00,0.433
478.50,0.431
479.00,0.430
479.50,0.428
480.00,0.426
480.50,0.424
481.00,0.423
481.50,0.421
482.00,0.419
482.50,0.417
483.00,0.416
483.50,0.414
484.00,0.413
484.50,0.411
485.00,0.410
485.50,0.408
486.00,0.407
486.50,0.406
487.00,0.404
487.50,0.403
488.00,0.402
488.50,0.401
489.00,0.400
489.50,0.399
490.00,0.399
490.50,0.398
491.00,0.397
491.50,0.397
492.00,0.396
492.50,0.396
493.00,0.395
493.50,0.395
494.00,0.395
494.50,0.394
495.00,0.394
495.50,0.394
496.00,0.394
496.50,0.394
497.00,0.394
497.50,0.395
498.00,0.395
498.50,0.395
499.00,0.396
499.50,0.396
500.00,0.397
500.50,0.397
501.00,0.398
501.50,0.398
502.00,0.399
502.50,0.399
503.00,0.400
503.50,0.401
504.00,0.402
504.50,0.402
505.00,0.403
505.50,0.404
506.00,0.404
506.50,0.405
507.00,0.406
507.50,0.406
508.00,0.407
508.50,0.408
509.00,0.408
509.50,0.409
510.00,0.409
510.50,0.410
511.00,0.410
511.50,0.410
512.00,0.411
