"New 12DF.spc - RawData"
"Wavelength nm.","Abs."
749.00,0.135
749.50,0.135
750.00,0.134
750.50,0.134
751.00,0.134
751.50,0.134
752.00,0.134
752.50,0.134
753.00,0.134
753.50,0.134
754.00,0.133
754.50,0.133
755.00,0.133
755.50,0.133
756.00,0.133
756.50,0.133
757.00,0.133
757.50,0.133
758.00,0.133
758.50,0.133
759.00,0.132
759.50,0.132
760.00,0.132
760.50,0.132
761.00,0.132
761.50,0.132
762.00,0.132
762.50,0.132
763.00,0.132
763.50,0.132
764.00,0.131
764.50,0.131
765.00,0.131
765.50,0.131
766.00,0.131
766.50,0.131
767.00,0.131
767.50,0.131
768.00,0.130
768.50,0.130
769.00,0.130
769.50,0.130
770.00,0.130
770.50,0.130
771.00,0.130
771.50,0.130
772.00,0.130
772.50,0.129
773.00,0.129
773.50,0.129
774.00,0.129
774.50,0.129
775.00,0.129
775.50,0.129
776.00,0.129
776.50,0.129
777.00,0.129
777.50,0.128
778.00,0.128
778.50,0.128
779.00,0.128
779.50,0.128
780.00,0.128
780.50,0.128
781.00,0.128
781.50,0.128
782.00,0.128
782.50,0.128
783.00,0.128
783.50,0.128
784.00,0.128
784.50,0.128
785.00,0.127
785.50,0.127
786.00,0.127
786.50,0.127
787.00,0.127
787.50,0.127
788.00,0.127
788.50,0.127
789.00,0.127
789.50,0.127
790.00,0.127
790.50,0.127
791.00,0.127
791.50,0.127
792.00,0.127
792.50,0.127
793.00,0.127
793.50,0.127
794.00,0.127
794.50,0.127
795.00,0.127
795.50,0.127
796.00,0.127
796.50,0.127
797.00,0.127
797.50,0.127
798.00,0.127
798.50,0.127
799.00,0.127
799.50,0.127
800.00,0.127
800.50,0.128
801.00,0.128
801.50,0.128
802.00,0.128
802.50,0.128
803.00,0.128
803.50,0.128
804.00,0.128
804.50,0.128
805.00,0.128
805.50,0.128
806.00,0.128
806.50,0.128
807.00,0.128
807.50,0.129
808.00,0.129
808.50,0.129
809.00,0.129
809.50,0.129
810.00,0.129
810.50,0.129
811.00,0.129
811.50,0.129
812.00,0.130
812.50,0.130
813.00,0.130
813.50,0.130
814.00,0.130
814.50,0.130
815.00,0.130
815.50,0.130
816.00,0.131
816.50,0.131
817.00,0.131
817.50,0.131
818.00,0.131
818.50,0.132
819.00,0.132
819.50,0.132
820.00,0.132
820.50,0.132
821.00,0.132
821.50,0.133
822.00,0.133
822.50,0.133
823.00,0.133
823.50,0.133
824.00,0.134
824.50,0.134
825.00,0.134
825.50,0.134
826.00,0.134
826.50,0.135
827.00,0.135
827.50,0.135
828.00,0.135
828.50,0.136
829.00,0.136
829.50,0.136
830.00,0.136
830.50,0.137
831.00,0.137
831.50,0.137
832.00,0.137
832.50,0.138
833.00,0.138
833.50,0.138
834.00,0.138
834.50,0.139
835.00,0.139
835.50,0.139
836.00,0.139
836.50,0.140
837.00,0.140
837.50,0.140
838.00,0.140
838.50,0.140
839.00,0.141
839.50,0.141
840.00,0.141
840.50,0.141
841.00,0.142
841.50,0.142
842.00,0.142
842.50,0.142
843.00,0.143
843.50,0.143
844.00,0.143
844.50,0.143
845.00,0.143
845.50,0.144
846.00,0.144
846.50,0.144
847.00,0.145
847.50,0.145
848.00,0.145
848.50,0.145
849.00,0.146
849.50,0.146
850.00,0.146
850.50,0.147
851.00,0.147
851.50,0.147
852.00,0.147
852.50,0.148
853.00,0.148
853.50,0.148
854.00,0.149
854.50,0.149
855.00,0.149
855.50,0.149
856.00,0.150
856.50,0.150
857.00,0.151
857.50,0.151
858.00,0.152
858.50,0.152
859.00,0.153
859.50,0.153
860.00,0.153
860.50,0.154
861.00,0.154
861.50,0.154
862.00,0.155
862.50,0.156
863.00,0.156
863.50,0.156
864.00,0.157
864.50,0.158
865.00,0.158
865.50,0.159
866.00,0.159
866.50,0.160
867.00,0.160
867.50,0.161
868.00,0.161
868.50,0.162
869.00,0.163
869.50,0.163
870.00,0.164
870.50,0.164
871.00,0.165
871.50,0.165
872.00,0.166
872.50,0.166
873.00,0.167
873.50,0.167
874.00,0.167
874.50,0.168
875.00,0.168
875.50,0.169
876.00,0.169
876.50,0.168
877.00,0.168
877.50,0.168
878.00,0.169
878.50,0.169
879.00,0.169
879.50,0.169
880.00,0.168
880.50,0.168
881.00,0.167
881.50,0.167
882.00,0.167
882.50,0.167
883.00,0.167
883.50,0.167
884.00,0.167
884.50,0.167
885.00,0.166
885.50,0.166
886.00,0.166
886.50,0.166
887.00,0.165
887.50,0.165
888.00,0.165
888.50,0.165
889.00,0.165
889.50,0.165
890.00,0.166
890.50,0.166
891.00,0.166
891.50,0.167
892.00,0.168
892.50,0.168
893.00,0.167
893.50,0.167
894.00,0.168
894.50,0.168
895.00,0.168
895.50,0.168
896.00,0.168
896.50,0.168
897.00,0.168
897.50,0.168
898.00,0.168
898.50,0.168
899.00,0.168
899.50,0.167
900.00,0.167
900.50,0.167
901.00,0.167
901.50,0.167
902.00,0.167
902.50,0.166
903.00,0.167
903.50,0.168
904.00,0.168
904.50,0.169
905.00,0.170
905.50,0.170
906.00,0.170
906.50,0.170
907.00,0.170
907.50,0.169
908.00,0.169
908.50,0.170
909.00,0.171
909.50,0.171
910.00,0.171
910.50,0.170
911.00,0.171
911.50,0.171
912.00,0.171
912.50,0.171
913.00,0.171
913.50,0.172
914.00,0.172
914.50,0.171
915.00,0.170
915.50,0.169
916.00,0.170
916.50,0.168
917.00,0.166
917.50,0.167
918.00,0.168
918.50,0.168
919.00,0.167
919.50,0.167
920.00,0.166
920.50,0.164
921.00,0.165
921.50,0.165
922.00,0.165
922.50,0.165
923.00,0.164
923.50,0.162
924.00,0.163
924.50,0.162
925.00,0.161
925.50,0.161
926.00,0.161
926.50,0.162
927.00,0.161
927.50,0.160
928.00,0.162
928.50,0.161
929.00,0.161
929.50,0.161
930.00,0.161
930.50,0.162
931.00,0.162
931.50,0.160
932.00,0.159
932.50,0.159
933.00,0.161
933.50,0.163
934.00,0.162
934.50,0.161
935.00,0.161
935.50,0.162
936.00,0.164
936.50,0.164
937.00,0.165
937.50,0.164
938.00,0.164
938.50,0.164
939.00,0.162
939.50,0.163
940.00,0.164
940.50,0.162
941.00,0.160
941.50,0.159
942.00,0.160
942.50,0.160
943.00,0.159
943.50,0.159
944.00,0.160
944.50,0.159
945.00,0.158
945.50,0.159
946.00,0.161
946.50,0.161
947.00,0.161
947.50,0.161
948.00,0.161
948.50,0.160
949.00,0.158
949.50,0.158
950.00,0.161
950.50,0.160
951.00,0.158
951.50,0.158
952.00,0.158
952.50,0.157
953.00,0.155
953.50,0.155
954.00,0.157
954.50,0.157
955.00,0.156
955.50,0.155
956.00,0.158
956.50,0.160
957.00,0.159
957.50,0.158
958.00,0.158
958.50,0.159
959.00,0.157
959.50,0.155
960.00,0.156
960.50,0.154
961.00,0.156
961.50,0.161
962.00,0.161
962.50,0.161
963.00,0.161
963.50,0.161
964.00,0.161
964.50,0.160
965.00,0.159
965.50,0.159
966.00,0.159
966.50,0.160
967.00,0.161
967.50,0.164
968.00,0.165
968.50,0.165
969.00,0.164
969.50,0.163
970.00,0.163
970.50,0.166
971.00,0.168
971.50,0.167
972.00,0.167
972.50,0.169
973.00,0.169
973.50,0.170
974.00,0.170
974.50,0.172
975.00,0.172
975.50,0.173
976.00,0.178
976.50,0.178
977.00,0.175
977.50,0.177
978.00,0.178
978.50,0.175
979.00,0.176
979.50,0.179
980.00,0.179
980.50,0.180
981.00,0.178
981.50,0.179
982.00,0.184
982.50,0.188
983.00,0.191
983.50,0.188
984.00,0.187
984.50,0.188
985.00,0.183
985.50,0.180
986.00,0.181
986.50,0.180
987.00,0.177
987.50,0.177
988.00,0.178
988.50,0.178
989.00,0.178
989.50,0.179
990.00,0.183
990.50,0.185
991.00,0.186
991.50,0.188
992.00,0.186
992.50,0.183
993.00,0.181
993.50,0.178
994.00,0.176
994.50,0.180
995.00,0.182
995.50,0.178
996.00,0.177
996.50,0.179
997.00,0.180
997.50,0.182
998.00,0.179
998.50,0.178
999.00,0.178
999.50,0.176
1000.00,0.178
1000.50,0.177
1001.00,0.177
1001.50,0.176
1002.00,0.175
1002.50,0.177
1003.00,0.178
1003.50,0.179
1004.00,0.177
1004.50,0.180
1005.00,0.176
1005.50,0.170
1006.00,0.173
1006.50,0.175
1007.00,0.173
1007.50,0.172
1008.00,0.174
1008.50,0.171
1009.00,0.170
1009.50,0.171
1010.00,0.170
1010.50,0.171
1011.00,0.173
1011.50,0.173
1012.00,0.166
1012.50,0.160
1013.00,0.160
1013.50,0.164
1014.00,0.166
1014.50,0.168
1015.00,0.171
1015.50,0.168
1016.00,0.165
1016.50,0.162
1017.00,0.160
1017.50,0.158
1018.00,0.156
1018.50,0.160
1019.00,0.163
1019.50,0.164
1020.00,0.165
1020.50,0.166
1021.00,0.161
1021.50,0.158
1022.00,0.151
1022.50,0.144
1023.00,0.148
1023.50,0.156
1024.00,0.155
1024.50,0.151
1025.00,0.151
1025.50,0.153
1026.00,0.151
1026.50,0.152
1027.00,0.154
1027.50,0.154
1028.00,0.156
1028.50,0.158
1029.00,0.156
1029.50,0.154
1030.00,0.153
1030.50,0.153
1031.00,0.152
1031.50,0.151
1032.00,0.150
1032.50,0.146
1033.00,0.146
1033.50,0.153
1034.00,0.157
1034.50,0.156
1035.00,0.156
1035.50,0.154
1036.00,0.147
1036.50,0.142
1037.00,0.143
1037.50,0.144
1038.00,0.142
1038.50,0.144
1039.00,0.147
1039.50,0.146
1040.00,0.149
1040.50,0.149
1041.00,0.144
1041.50,0.147
1042.00,0.152
1042.50,0.150
1043.00,0.146
1043.50,0.145
1044.00,0.142
1044.50,0.141
1045.00,0.139
1045.50,0.139
1046.00,0.141
1046.50,0.143
1047.00,0.147
1047.50,0.147
1048.00,0.146
1048.50,0.147
1049.00,0.142
1049.50,0.141
1050.00,0.142
1050.50,0.144
1051.00,0.147
1051.50,0.149
1052.00,0.148
1052.50,0.145
1053.00,0.144
1053.50,0.142
1054.00,0.139
1054.50,0.134
1055.00,0.135
1055.50,0.138
1056.00,0.135
1056.50,0.131
1057.00,0.132
1057.50,0.136
1058.00,0.138
1058.50,0.135
1059.00,0.133
1059.50,0.134
1060.00,0.140
1060.50,0.141
1061.00,0.138
1061.50,0.135
1062.00,0.134
1062.50,0.131
1063.00,0.128
1063.50,0.130
1064.00,0.128
1064.50,0.130
1065.00,0.132
1065.50,0.135
1066.00,0.137
1066.50,0.135
1067.00,0.139
1067.50,0.142
1068.00,0.137
1068.50,0.135
1069.00,0.143
1069.50,0.149
1070.00,0.151
1070.50,0.153
1071.00,0.152
1071.50,0.147
1072.00,0.147
1072.50,0.152
1073.00,0.152
1073.50,0.142
1074.00,0.132
1074.50,0.128
1075.00,0.127
1075.50,0.129
1076.00,0.125
1076.50,0.126
1077.00,0.130
1077.50,0.131
1078.00,0.129
1078.50,0.128
1079.00,0.127
1079.50,0.126
1080.00,0.126
1080.50,0.129
1081.00,0.129
1081.50,0.126
1082.00,0.126
1082.50,0.124
1083.00,0.122
1083.50,0.126
1084.00,0.124
1084.50,0.124
1085.00,0.127
1085.50,0.131
1086.00,0.132
1086.50,0.129
1087.00,0.132
1087.50,0.135
1088.00,0.135
1088.50,0.133
1089.00,0.134
1089.50,0.135
1090.00,0.132
1090.50,0.129
1091.00,0.129
1091.50,0.128
1092.00,0.125
1092.50,0.125
1093.00,0.128
1093.50,0.127
1094.00,0.127
1094.50,0.127
1095.00,0.127
1095.50,0.128
1096.00,0.132
1096.50,0.131
1097.00,0.128
1097.50,0.128
1098.00,0.129
1098.50,0.128
1099.00,0.131
1099.50,0.134
1100.00,0.132
